1,0.0
2,7.19625
3,0.09595
4,0.0
5,0.1919
6,0.0
7,0.0
8,0.0
9,25.23485
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,62.5594
18,0.0
19,0.0
20,15.83175
21,65.34195
22,0.28785
23,0.0
24,3.838
25,1.5352
26,1.05545
27,0.0
28,0.0
29,0.0
30,3.55015
31,0.0
32,0.0
33,0.0
34,0.0
35,1.3433
36,94.031
37,0.0
38,0.0
39,22.35635
40,0.0
41,8.34765
42,35.6934
43,1.05545
44,0.0
45,0.09595
46,0.0
47,26.96195
48,60.0647
49,11.03425
50,0.0
51,0.0
52,24.5632
53,0.0
54,0.0
55,12.95325
56,10.3626
57,11.99375
58,0.0
59,0.1919
60,0.0
61,30.03235
62,0.0
63,0.0
64,9.30715
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,3.4542
72,0.0
73,0.0
74,6.5246
75,1.82305
76,0.0
77,1.7271
78,2.78255
79,4.9894
80,0.0
81,0.67165
82,0.5757
83,0.47975
84,52.0049
85,0.7676
86,0.0
87,0.0
88,0.0
89,0.0
90,13.433
91,9.4031
92,0.9595
93,0.0
94,49.60615
95,3.16635
96,0.0
97,0.0
98,0.0
99,3.0704
100,0.0
101,2.97445
102,34.542
103,0.0
104,0.0
105,0.0
106,26.866
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,13.6249
113,0.0
114,0.1919
115,0.0
116,0.0
117,1.919
118,0.7676
119,0.0
120,59.8728
121,0.0
122,0.0
123,0.0
124,1.24735
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,1.919
134,0.0
135,0.0
136,0.0
137,0.0
138,1.7271
139,0.67165
140,1.7271
141,79.54255
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.47975
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
